Región	Distrito	Municipio Escolar	Código	Escuela	Latitud	Longitud	Status	Nivel	Grado que ofrece	Montessori	Total M1Certificada	Total M1Activa	Estrellas	Puntuación	Clasificación ESSA	Tasa de Deserción	Teléfono	Dirección Física 	Pueblo	Estado	Zipcode	Email	Año_ID
Caguas	Gurabo	Caguas II	23135	Myrna M. Fuentes	18.22953	-66.04733	Abierta	Primario	K 1 2 3 4 5 PKEE EEE	No	233	238	2	33.3%	Others	0.81%	744-2231	Calle 33 Bonneville Heigts	Caguas	PR	7250000	D23135@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas I	20594	Nicolás Aguayo Aldea	18.23249	-66.03105	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	391	402	2	25.8%	Others	0.97%	(939) 253-7598	13 Calle Rafael Cordero Urb. Borinquen	Caguas	PR	7260000	D20594@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	24950	Oscar Hernández Guevara	17.97367	-66.12427	Abierta	Primario	K 1 2 3 4 5 EE	No	300	301	2	26.3%	Others	0.32%	864-8242	Bda Blondet Calle  D	Guayama	PR	7840000	D24950@de.pr.gov	2020-2021
Caguas	Barranquitas	Barranquitas	20560	Pablo Colón Berdecía	18.1862509422555	-66.3012984965248	Abierta	Secundario	9 10 11 12 ES	No	538	508	2	21.9%	Others	5.01%	857-2897	Calle Barcelo Final Sector Nuevo	Barranquitas	PR	7940000	D20560@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas II	20941	Paula Mojíca	18.22055	-66.04353	Abierta	Primario	PK K 1 2 3 4 5 EE	No	140	140	5	83.2%	Others	1.38%	743-2498	Calle Roble, Urb. Villa Turabo	Caguas	PR	7250000	D20941@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas I	20669	Pedro Millán Rivera	18.25727	-66.04055	Abierta	Primario	K 1 2 3 4 5 EE	No	270	261	3	51.3%	Others	3.87%	744-4777	Y 6 Calle 7 Urb Res Bairoa	Caguas	PR	7250000	D20669@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas I	25932	Pepita Arenas	18.24005	-66.04732	Abierta	Primario	K 1 2 3 4 5 EE	No	212	216	4	64.5%	Others	2.61%	746-4262	Urb. Valle Tolima Calle Milagros Carrillo, Blq. Q	Caguas	PR	7260000	D25932@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas I	21063	Pepita Garriga	18.24623	-66.03261	Abierta	Primario	K 1 2 3 4 5	No	175	174	3	43.5%	Others	5.91%	743-3633	Calle Esmeralda #1 Esq Coral	Caguas	PR	7250000	D21063@de.pr.gov	2020-2021
Caguas	Barranquitas	Barranquitas	20404	Petroamérica Pagan	18.18624	-66.30603	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	398	394	3	49.5%	Others	1.48%	857-1888	Calle Muñoz Rivera #14	Barranquitas	PR	7940000	D20404@de.pr.gov	2020-2021
Caguas	Barranquitas	Aibonito	20305	Rabanal	18.13298	-66.24904	Abierta	Primario	K 1 2 3 4 5 EE	No	173	170	5	88.2%	Others	0.57%	735-8886	Carr 722 Bo Rabanal	Aibonito	PR	7050000	D20305@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	24927	Rafael Antonio Delgado Mateo	18.0031	-66.11062	Abierta	Primario	PK K 1 2 3 4 5 6 EE	Sí	212	201	2	34.6%	Others	6.38%	864-3875	Bo Olimpo Calle 7	Guayama	PR	7840000	D24927@de.pr.gov	2020-2021
Caguas	Barranquitas	Aibonito	20255	Rafael Pont Flores	18.13971	-66.26321	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9 10 11 12 EE EI	No	538	532	4	67.3%	Others	1.28%	735-1865	Calle Ruiz Rivera Final Sector El Coqui	Aibonito	PR	7050000	D20255@de.pr.gov	2020-2021
Caguas	Cidra	Cidra	28365	Regino Vega Matinez	18.16578	-66.14784	Abierta	Primario	PK K 1 2 3 4 5 EE	No	301	294	4	60.7%	Others	0.95%	739-6626	Carr. 734 Km. 1 Hm 8	Cidra	PR	7390000	D28365@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas I	20982	República de Costa Rica	18.23495	-66.02877	Abierta	Secundario	9 10 11 12 ES	No	802	780	3	47.3%	Others	1.42%	746-7565	390Calle Hector R Bunker	Caguas	PR	7250000	D20982@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas II	20990	Rosa C. Benítez	18.21357	-66.04422	Abierta	Primario	K 1 2 3 4 5 EE	No	300	295	3	56.0%	Others	3.45%	743-8446	Urb. Villa Del Rey Calle Windsor 1Ra. Seccion	Caguas	PR	7250000	D20990@de.pr.gov	2020-2021
Caguas	Cidra	Cidra	27557	Ruth Evelyn Cruz Santos	18.16772	-66.16267	Abierta	Todos Los Niveles	PK 9 10 11 12	No	677	652	2	38.0%	Others	1.60%	739-3011	Carr 171 Km 1.0 Bo. Sud	Cidra	PR	7390000	D27557@de.pr.gov	2020-2021
Caguas	Cidra	Cayey	28084	Salvador Brau Elemental	18.11371	-66.15651	Abierta	Primario	K 1 2 3 4 5 EE	No	254	251	2	38.9%	Others	1.12%	738-3190	Jardines I Calle 13 Final	Cayey	PR	7360000	D28084@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	25312	Simón Madera	17.98261	-66.11867	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9	No	365	361	4	64.2%	Others	1.31%	864-0766	Calle Mcarthur	Guayama	PR	7840000	D25312@de.pr.gov	2020-2021
Caguas	Guayama	Salinas	56820	Stella Marquez	17.9731	-66.29647	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 ES	No	627	612	2	35.0%	Others	2.74%	824-3357	Calle Union Final	Salinas	PR	7510000	D56820@de.pr.gov	2020-2021
Caguas	Cidra	Aguas Buenas	20172	S. U. Bayamoncito	18.23688	-66.16217	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	264	268	3	41.2%	Others	0.00%	732-7160	Carr 156 Km 42 Hm 3, Bo. Bayamoncito	Aguas Buenas	PR	7030000	D20172@de.pr.gov	2020-2021
Caguas	Barranquitas	Aibonito	20339	S. U. Carmen Zenaida Vega (La Plata)	18.15173	-66.23225	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	126	124	3	58.9%	Others	3.05%	735-1277	Carr 723 Ramal 728 Km 1 Hm 1 Bo. La Plata	Aibonito	PR	7050000	D20339@de.pr.gov	2020-2021
Caguas	Cidra	Cidra	21543	S. U. Certenejas II	18.1943	-66.10755	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	438	445	3	43.7%	Others	0.22%	739-6195	Carr 172 Km 8 Hm 1 Bo Bayamon Sector Certenejas I	Cidra	PR	7390000	D21543@de.pr.gov	2020-2021
Caguas	Cidra	Cayey	21352	S. U. Eugenio María de Hostos	18.13522	-66.19514	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	215	217	4	70.9%	Others	2.24%	738-5866	Carr 14 Km 65 Hm 3 Bo Toita	Cayey	PR	7360000	D21352@de.pr.gov	2020-2021
Caguas	Cidra	Cayey	21212	S. U. Gerardo Selles Sola	18.14114	-66.09186	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	367	377	2	33.0%	Others	1.56%	263-0490	Carr 184 Km 31 Hm 3 Bo Guavate	Cayey	PR	7360000	D21212@de.pr.gov	2020-2021
Caguas	Barranquitas	Aibonito	20321	S. U. José Celso Barbosa	18.1266	-66.29099	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 EE EI	No	300	299	2	36.9%	Others	0.97%	735-8892	Carr 14 Km 46 Hm 5 Bo, Asomante	Aibonito	PR	7050000	D20321@de.pr.gov	2020-2021
Caguas	Gurabo	Gurabo	26765	S. U. Josefina Sitiriche	18.27146	-65.96642	Abierta	Primario	K 1 2 3 4 5 EE	No	231	243	3	44.8%	Others	2.37%	737-2626	Carr 181 Km 2 Hm 9 Bo Celada	Gurabo	PR	7780000	D26765@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	25007	S. U. Juan Alemañy Silva	18.03609	-66.10884	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	148	149	3	48.4%	Others	1.31%	864-3005	Bo Guamani Carr 179 K.4.4	Guayama	PR	7840000	D25007@de.pr.gov	2020-2021
Caguas	Cidra	Cidra	21659	S. U. Juan Stubbe	18.17477	-66.12404	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	452	449	3	53.1%	Others	1.29%	739-8545	Carr 787 Km 2 Hm 9 Bo. Bayamon	Cidra	PR	7390000	D21659@de.pr.gov	2020-2021
Caguas	Barranquitas	Barranquitas	20545	S. U. Lajitas (Ramón T Rivera)	18.22244	-66.31285	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	188	187	2	22.7%	Others	2.04%	857-5571	Carr 771 Km 5 Hm 4 Bo Barrancas	Barranquitas	PR	7940000	D20545@de.pr.gov	2020-2021
Caguas	Barranquitas	Comerío	21881	S. U. María C. Santiago	18.22274	-66.20223	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	303	302	2	36.0%	Others	0.00%	875-3613	Carr 172 Km 1 Hm 5, Bo. Naranjo Sector Sabana	Comerío	PR	7820000	D21881@de.pr.gov	2020-2021
Caguas	Barranquitas	Comerío	21873	S. U. Oscar Porrata Doria	18.21356	-66.24986	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	206	204	5	93.7%	Others	1.40%	875-3220	Carr 156 Ramal 776 Bo Rio Hondo I	Comerío	PR	7820000	D21873@de.pr.gov	2020-2021
Caguas	Barranquitas	Aibonito	20214	S. U. Pasto	18.11625	-66.25487	Abierta	Todos Los Niveles	PK K 1 2 3 4 5 6 7 8 9	Sí	399	399	3	45.1%	Others	0.73%	735-8158	Carr 162 Km5 Hm 2, Bo Pasto	Aibonito	PR	7050000	D20214@de.pr.gov	2020-2021
Caguas	Barranquitas	Comerío	21865	S. U. Ramón Alejandro Ayala	18.2307	-66.24246	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	401	396	3	60.0%	Others	0.24%	875-2929	Carr. 779 Km. 5 Hm 3 Bo Palomas	Comerío	PR	7820000	D21865@de.pr.gov	2020-2021
Caguas	Guayama	Salinas	58123	S. U. Sabana Llana	18.0260388163157	-66.2518008230303	Abierta	Primario	6 7 8 EI	No	220	221	2	23.2%	Others	4.24%	824-0896	Carr 3 Km 83 Hm 0 Hacia Albergue Olimpico	Salinas	PR	7510000	D58123@de.pr.gov	2020-2021
Caguas	Gurabo	Caguas II	21022	S. U. Sandalio Marcano	18.18385	-66.01957	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	209	214	3	47.2%	Others	2.65%	747-3110	Carr 788 Km 6 Hm 6 Bo Tomas De Castro I	Caguas	PR	7250000	D21022@de.pr.gov	2020-2021
Caguas	Guayama	Salinas	57835	S. U. Urbana Salinas	17.9731987198939	-66.2960525697902	Abierta	Primario	PK 1 2 3 4 5 PKEE EEE	No	260	258	3	59.5%	Others	1.49%	824-3306	Carr 3 Salida Hacia Guayama, Santos P. Amado Final	Salinas	PR	7510000	D57835@de.pr.gov	2020-2021
Caguas	Gurabo	Gurabo	22020	S. U. Vidal Serrano	18.24358	-66.01099	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE EI	No	201	196	3	47.7%	Others	2.33%	747-2323	Carr 189 Ramal 931 Parcelas Navarro	Gurabo	PR	7780000	D22020@de.pr.gov	2020-2021
Caguas	Cidra	Aguas Buenas	28571	Superior Urbana	18.257231	-66.091892	Abierta	Secundario	9 10 11 12 ES	No	887	834	2	36.3%	Others	1.01%	(787) 510-3801	Carr 156 Km 52.5 Bo Caguitas	Aguas Buenas	PR	7030703	D28571@de.pr.gov	2020-2021
Caguas	Guayama	Salinas	28373	Superior Urbana	17.97323	-66.28168	Abierta	Secundario	9 10 11 12 ES	No	304	287	2	33.3%	Others	7.53%	824-2470	Carr. 3 Sector Godreau	Salinas	PR	7510000	D28373@de.pr.gov	2020-2021
Caguas	Guayama	Arroyo	36053	Superior Urbana Nueva	17.97448	-66.06915	Abierta	Secundario	9 10 11 12 ES	No	397	395	2	36.5%	Others	6.68%	839-2655	Pr 178 Km 2.9 Bo Guasima	Arroyo	PR	7140000	D36053@de.pr.gov	2020-2021
Caguas	Barranquitas	Comerío	28530	Superior Vocacional Nueva	18.22078	-66.22622	Abierta	Secundario	9 10 11 12 ES	No	339	328	3	45.8%	Others	1.18%	875-3382	Calle Georgetti Num.42	Comerío	PR	7820000	D28530@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	24760	Vicente Palés Anes	17.98614	-66.11055	Abierta	Primario	K 1 2 3 4 5 EE	No	142	138	2	29.9%	Others	2.70%	864-0866	Calle 4 Esq. Vicente Pales	Guayama	PR	7840000	D24760@de.pr.gov	2020-2021
Caguas	Gurabo	Gurabo	24612	Villa Marina	18.2525	-65.97747	Abierta	Primario	K 1 2 3 4 5	No	271	266	3	44.7%	Others	3.08%	737-4344	Calle Bahia Oeste C-79	Gurabo	PR	7780000	D24612@de.pr.gov	2020-2021
Caguas	Cidra	Cidra	28548	Violeta Reyes Pérez	18.1756473934108	-66.1710479274589	Abierta	Primario	PK K 1 2 3 4 5 6 7 8 EE	No	550	558	2	30.3%	Others	1.04%	(787) 714-2035	Bo Rio Abajo Km 11 Hm 1	Cidra	PR	7390000	D28548@de.pr.gov	2020-2021
Caguas	Cidra	Cayey	27383	Virginia Vázquez Mendoza	18.13364	-66.14604	Abierta	Primario	K 1 2 3 4 5 EE	No	356	354	3	53.7%	Others	1.10%	263-4635	Urb La Plata 11 Calle Jade	Cayey	PR	7360000	D27383@de.pr.gov	2020-2021
Caguas	Guayama	Guayama	26500	Washington I	17.9825	-66.11485	Abierta	Primario	K 1 2 3 4 5 EE	No	301	286	4	71.7%	Others	0.32%	864-0566	Calle Hostos Sur	Guayama	PR	7840000	D26500@de.pr.gov	2020-2021
Humacao	Fajardo	Vieques	35295	20 de septiembre de 1988	18.14372	-65.44178	Abierta	Primario	6 7 8 EI	No	184	178	2	32.8%	Comprehensive	0.54%	741-3091	Carr Estatal 200 Esq Carr Estatal 993	Vieques	PR	7650000	D35295@de.pr.gov	2020-2021
Humacao	Fajardo	Vieques	32375	Adrianne Serrano	18.1091042279543	-65.4853445023169	Abierta	Todos Los Niveles	3 4 5 6 7 8 9 10 11 12	Sí	86	88	2	25.2%	Comprehensive	9.09%	741-8692	Carr Estatal 201 Km 5 Hm 4 Barrio Puerto Real	Vieques	PR	7659712	D32375@de.pr.gov	2020-2021
Humacao	Yabucoa	Maunabo	31542	Alfonso Casta Martínez	18.00734	-65.89685	Abierta	Secundario	9 10 11 12	No	274	260	2	32.5%	Others	4.63%	861-2300	Ave Calimano	Maunabo	PR	7070000	D31542@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	32979	Alfonso Díaz Lebrón	18.22674	-65.91815	Abierta	Primario	6 7 8	No	300	295	1	18.7%	Targeted	1.28%	(787) 734-6806	Carr 31 Salida Hacia Naguabo	Juncos	PR	7770000	D32979@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	35766	Ana Delia Flores Santana (Superior Vocacional)	18.30027	-65.64811	Abierta	Secundario	9 10 11 12 ES	No	840	831	2	36.3%	Others	2.55%	863-0424	Bo Quebrada Vuelta	Fajardo	PR	7380000	D35766@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	30270	Ana Roque de Duprey	18.14917	-65.82054	Abierta	Secundario	9 10 11 12	No	504	474	3	48.4%	Others	1.59%	852-1115  /  852-0820	Calle Dr Vidal Carr #3; Al Lado De Santos Texaco	Humacao	PR	7910000	D30270@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	36012	Anita Otero Hernández (Escuela de Bellas Artes)	18.1395482736083	-65.8233408671052	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 EE	No	521	518	5	82.0%	Others	0.85%	285-5575	Zona Industrial Bo Cataño	Humacao	PR	7910000	D36012@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	33647	Antera Rosado Fuentes	18.38239	-65.8382	Abierta	Primario	PK K 1 2 3 4 5 EE	No	445	449	5	83.1%	Others	2.15%	887-2051	Calle 19 Urb Villas De Rio Grande	Río Grande	PR	7450000	D33647@de.pr.gov	2020-2021
Humacao	Yabucoa	San Lorenzo	28522	Antonio Fernós Isern	18.19892	-65.96228	Abierta	Secundario	9 10 11 12	No	800	788	5	81.9%	Others	2.58%	736-1823	Carr 181 Km 32.5 Bo Quebrada	San Lorenzo	PR	7540000	D28522@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	31054	Antonio R. Barceló	18.37867	-65.90364	Abierta	Primario	K 1 2 3 4 5 6 7 8 EE	No	455	454	2	21.8%	Targeted	2.28%	876-4055	Calle Palmer Final	Canóvanas	PR	7290000	D31054@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	35774	Antonio Rosa Guzmán (Nueva)	18.13437	-65.84329	Abierta	Primario	PK K 1 2 3 4 5	No	291	291	4	77.8%	Others	1.37%	(787) 852-3650	Carr 909 Km 2 Hm 2 Bo Mariana	Humacao	PR	7910000	D35774@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	30148	Antonio Valero Bernabé	18.33243	-65.65245	Abierta	Primario	6 7 8 EI	No	240	235	2	32.0%	Comprehensive	1.20%	863-0024	Ave General Valero	Fajardo	PR	7380000	D30148@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	35626	Avelino Peña Reyes	18.1487593538224	-65.8212256743682	Abierta	Todos Los Niveles	EI ES	No	41	43	2	27.5%	Targeted	0.00%	285-6542	Calle Dr Vidal #3	Humacao	PR	7910000	D35626@de.pr.gov	2020-2021
Humacao	Canóvanas	Loíza	31120	Belén Blanco de Zequeira	18.4328952284561	-65.8788761977544	Abierta	Todos Los Niveles	6 7 8 9 10 11 12 ES	No	372	363	2	26.8%	Comprehensive	3.37%	256-3060	Urb San Patricio 205 Calle Carlos Escobar	Loíza	PR	7720000	D31120@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	33274	Berta Zalduondo	18.34936	-65.65086	Abierta	Primario	K 1 2 3 4 5	No	340	328	5	82.9%	Others	3.33%	863-3959	Urb Monte Brisas Ii Calle 104	Fajardo	PR	7380000	D33274@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	30429	Braulio Ayala Pérez	18.19844	-65.81211	Abierta	Primario	K 1 2 3 4 5	No	117	119	4	73.4%	Others	0.83%	852-6452	Carr 924 Ramal 938 Bo Mambiche Blanco	Humacao	PR	7910000	D30429@de.pr.gov	2020-2021
Humacao	Canóvanas	Luquillo	33936	Camilo Valles Matienzo	18.37455	-65.72141	Abierta	Primario	K 1 2 3 4 5 EE	No	346	354	4	75.2%	Others	2.45%	889-1045	Urb Brisa Del Mar Calle 3	Luquillo	PR	7730000	D33936@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	30304	Cándido Berrios	18.10009	-65.83008	Abierta	Primario	K 1 2 3 4 5	No	262	263	3	56.2%	Others	0.38%	850-1165  /  850-8239	Carr 3 Ramal Km 87 Hm 1 Bo Candelero Arriba	Humacao	PR	7910000	D30304@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	33662	Carlos Rivera Ufret	18.1537	-65.83036	Abierta	Todos Los Niveles	6 7 8 EI	No	302	304	1	18.2%	Targeted	4.53%	285-0052	#80 Ave Roosevelt	Humacao	PR	9710000	D33662@de.pr.gov	2020-2021
Humacao	Las Piedras	Juncos	30791	Carmen Arzuaga de Rivera	18.22454	-65.91849	Abierta	Primario	K 1 2 3 4 5 EE	No	217	219	3	49.5%	Others	3.80%	734-8151	Urb Valencia I	Juncos	PR	7770000	D30791@de.pr.gov	2020-2021
Humacao	Las Piedras	Las Piedras	30841	Carmen Benítez	18.18365	-65.86781	Abierta	Primario	K 1 2 3 4 5 EE	No	340	349	2	31.3%	Others	1.13%	733-2660	Calle Jose C Barbosa #97	Las Piedras	PR	7710000	D30841@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	35964	Carmen Feliciano Carrera	18.36912	-65.7787	Abierta	Primario	6 7 8 EI	No	336	336	2	25.2%	Others	1.45%	809-0052	Calle Principal Carr 967 Bo Palmer	Río Grande	PR	7450000	D35964@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	30502	Carmen Pilar Santos	18.14571	-65.83097	Abierta	Primario	PK K 1 2 3 4 5 6	Sí	195	191	3	44.8%	Additional Targeted	1.55%	852-2065	Calle Progreso #50, Bda Patagonia	Humacao	PR	7910000	D30502@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	32250	Casiano Cepeda (Intermedia)	18.361	-65.85306	Abierta	Todos Los Niveles	6 7 8 9 10 11 12	No	333	339	2	26.5%	Comprehensive	2.81%	887-4410	Carr 959 Km 2 Bo Cienaga Alta	Río Grande	PR	7450000	D32250@de.pr.gov	2020-2021
Humacao	Yabucoa	Patillas	25049	Cecilio Lebrón Ramos	18.00546	-66.01105	Abierta	Primario	K 1 2 3 4 5 EE	No	285	283	3	56.7%	Others	0.69%	839-3550	Calle Muñoz Rivera Final	Patillas	PR	7230000	D25049@de.pr.gov	2020-2021
Humacao	Canóvanas	Loíza	34793	Celso González Vaillant	18.42633	-65.88097	Abierta	Primario	K 1 2 3 4 5 EE	No	338	332	3	44.0%	Others	1.72%	876-8260	Carr 188 Km 7 Hm 2	Loíza	PR	7720000	D34793@de.pr.gov	2020-2021
Humacao	Yabucoa	Yabucoa	32714	Cristóbal del Campo	18.0778	-65.8944	Abierta	Primario	K 1 2 3 4 5 EE	No	250	252	4	73.0%	Others	1.55%	893-3332	Carr 962 Km 2 Hm 4 Bo Limones	Yabucoa	PR	7670000	D32714@de.pr.gov	2020-2021
Humacao	Fajardo	Ceiba	30167	Centro Residencial de Oportunidades Educativas de Ceiba (CROEC)	18.2179119175749	-65.6494907311511	Abierta	Secundario	9 10 11 12	No	183	181	5	90.0%	Others	0.55%	(787) 865-1020	Calle Roosevelt, Fd-Roosevelt Roads	Ceiba	PR	7350000	D30167@de.pr.gov	2020-2021
Humacao	Fajardo	Ceiba	35907	Don Luis Muñoz Marín	18.2604794901029	-65.6481442734803	Abierta	Primario	K 1 2 3 4 5 EE	No	386	398	3	50.3%	Others	0.50%	885-3091	Carr 779	Ceiba	PR	7350000	D35907@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	31286	Dr. Pedro Albizu Campos	18.39341	-65.88726	Abierta	Primario	K 1 2 3 4 5 EE	No	264	254	3	43.1%	Additional Targeted	3.47%	876-4610	Carr 188 Hm 3 Bo San Isidro	Canóvanas	PR	7290000	D31286@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	30247	Dr. Santiago Veve Calzada	18.33322	-65.64999	Abierta	Secundario	9 10 11 12 ES	No	286	246	2	22.7%	Others	4.89%	863-0125	Ave General Valero	Fajardo	PR	7380000	D30247@de.pr.gov	2020-2021
Humacao	Yabucoa	San Lorenzo	27607	Dra. María T. Delgado de Marcano	18.19121	-65.94123	Abierta	Primario	K 1 2 3 4 5 6 7 8 EI	No	527	526	3	46.5%	Others	1.12%	736-0470	Carr 9929 Km 0 Hm 2 Bo Florida	San Lorenzo	PR	7540000	D27607@de.pr.gov	2020-2021
Humacao	Fajardo	Culebra	37507	Ecológica de Culebra	18.30769	-65.30285	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9 10 11 12 EE	No	135	133	4	66.6%	Comprehensive	1.43%	742-3583	109 Calle Escudero	Culebra	PR	7750000	D37507@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	34314	Edmundo del Valle Cruz	18.37509	-65.84772	Abierta	Primario	K 1 2 3 4 5	No	251	252	2	39.9%	Others	0.00%	887-8950	Calle  20 Urb Alturas De Rio Grande	Río Grande	PR	7450000	D34314@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	34926	Eduardo García Carrillo	18.32192	-65.88929	Abierta	Secundario	9 10 11 12 ES	No	231	217	2	34.0%	Comprehensive	2.06%	886-2200	Carr 186 Km 7 Hm 5 Bo Campo Rico	Canóvanas	PR	7290000	D34926@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	35923	Elemental Barrio Las 400	18.26935	-65.91448	Abierta	Primario	K 1 2 3 4 5 6 7 8	No	189	180	3	42.0%	Additional Targeted	1.01%	876-7280	Carr 185 Km 15.8 Parcela Las 400	Canóvanas	PR	7290000	D35923@de.pr.gov	2020-2021
Humacao	Las Piedras	Humacao	35550	Escuela Libre De Musica	18.14852	-65.82192	Abierta	Todos Los Niveles	SHARED	No					N/A		285-7901	Callle Dr Vidal	Humacao	PR	7910000	D35550@de.pr.gov	2020-2021
Humacao	Fajardo	Naguabo	31617	Eugenio Brac	18.20984	-65.73354	Abierta	Primario	K 1 2 3 4 5 EE	No	232	230	4	65.6%	Others	0.41%	874-3295	2 Calle Antonio Rios	Naguabo	PR	7180000	D31617@de.pr.gov	2020-2021
Humacao	Canóvanas	Río Grande	35535	Félix Sánchez Cruz	18.38203	-65.79582	Abierta	Primario	K 1 2 3 4 5 EE	No	270	267	3	56.3%	Others	3.11%	888-7699	Calle 7 Norte Urb Rio Grande Estates	Río Grande	PR	7450000	D35535@de.pr.gov	2020-2021
Humacao	Fajardo	Naguabo	36350	Fermín Delgado Díaz	18.23646	-65.81325	Abierta	Todos Los Niveles	PK K 1 2 3 4 5 6 7 8 9	No	291	287	3	42.5%	Others	0.34%	(787) 874-6445	Carr #31 Int #850 Bo Peña Pobre Sec-Higuerillo	Naguabo	PR	7180000	D36350@de.pr.gov	2020-2021
Humacao	Fajardo	Naguabo	33225	Fidelina Meléndez Monsanto	18.21099	-65.73378	Abierta	Primario	6 7 8 EI	No	219	217	4	63.7%	Others	6.28%	874-3315	Calle Antonio Rios Lateral 7	Naguabo	PR	7180000	D33225@de.pr.gov	2020-2021
Humacao	Las Piedras	Las Piedras	35592	Florencia García	18.17793	-65.85994	Abierta	Secundario	9 10 11 12 ES	No	428	410	1	16.6%	Comprehensive	5.04%	716-0044  /  716-0075	Calle Jose C Barbosa Frente Centro Piezas	Las Piedras	PR	7710000	D35592@de.pr.gov	2020-2021
Humacao	Fajardo	Fajardo	30197	Gabino Soto	18.32381	-65.65645	Abierta	Primario	K 1 2 3 4 5 EE	No	198	194	4	69.1%	Others	0.46%	863-0724	Calle Igualdad 174	Fajardo	PR	7380000	D30197@de.pr.gov	2020-2021
Humacao	Yabucoa	San Lorenzo	23309	Generoso Morales Muñoz	18.1887	-65.96106	Abierta	Primario	6 7 8 EI	No	235	232	2	23.9%	Additional Targeted	0.43%	736-6658	Ave Jose De Diego 58	San Lorenzo	PR	7540000	D23309@de.pr.gov	2020-2021
Humacao	Canóvanas	Canóvanas	35048	Georgina Baquero	18.26638	-65.87392	Abierta	Todos Los Niveles	K 1 2 3 4 5 6 7 8 9 10 11 12 ES	No	311	311	1	18.6%	Others	2.50%	876-7807	Carr 186 Km 7 Mh 1 Bo Cubuy	Canóvanas	PR	7290000	D35048@de.pr.gov	2020-2021
Humacao	Fajardo	Vieques	33043	German Rieckehoff	18.15216	-65.43863	Abierta	Secundario	9 10 11 12 ES	No	246	227	3	51.1%	Others	7.81%	741-8340	Bo. Pueblo Nuevo	Vieques	PR	7650000	D33043@de.pr.gov	2020-2021
Humacao	Yabucoa	Patillas	25197	Guillermo Riefkhol	17.98027	-65.99573	Abierta	Primario	PK K 1 2 3 4 5 6	Sí	132	126	2	37.0%	Others	0.75%	839-8231	Carr 3 Km 118 Hm 3	Patillas	PR	7230000	D25197@de.pr.gov	2020-2021
